Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Tomkiewicz, Aleshia | Visited Node Sequence : ->(Empty root node)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Ungar, Cathern | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(L)->Veigel, Tamesha(L)->Turziano, Kip(R)->Vanwyhe, Juan(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Fleckles, Malcom | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(R)->Filion, Lelia(R)->Frankel, Una(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Damato, Monroe | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Fletchen, Leota | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(R)->Filion, Lelia(R)->Frankel, Una(L)->Fleckles, Malcom(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Gutoski, Berry | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(L)->Gutierres, Peter(R)->Hiltner, Jules(L)->Hanton, Malika(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Riherd, Meghan | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(L)->Rawicki, Vicente(R)->Salta, Justine(L)->Rohaley, Giuseppe(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Torner, Mike | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(L)->Veigel, Tamesha(L)->Turziano, Kip(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Delisle, Elsa | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(L)->Damato, Monroe(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Rosenlof, Linwood | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(L)->Rawicki, Vicente(R)->Salta, Justine(L)->Rohaley, Giuseppe(R)->Rubano, Wendell(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Alexy, Latosha | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(L)->Alpheaus, Mira(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Meenan, Alexia | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Stanwick, Graham | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(R)->Teplica, Martha(L)->Tauras, Svetlana(L)->Stifflemire, Stevie(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Fulda, Elinore | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(R)->Filion, Lelia(R)->Frankel, Una(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Creecy, Lisbeth | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(L)->Cornelison, Marylin(R)->Cowser, Sol(R)->Cratch, Abraham(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Faurote, Eloisa | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Cantua, Shawana | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(L)->Bunselmeyer, Annett(R)->Clapham, Tina(L)->Chisum, Tequila(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Ansbro, Alyssa | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Mcmillian, Kyoko | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Gauthier, Terry | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(R)->Gazzola, Lenny(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Langenbach, Sena | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(L)->Kufner, Leonard(R)->Kunimitsu, Carrol(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Nesset, Cristen | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(L)->Neufville, Rory(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Ker, Lashawn | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(L)->Jaret, Corrinne(R)->Kanne, Edgar(R)->Kham, Bettina(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Sovel, Wade | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(R)->Sperazza, Vernice(L)->Smethers, Louann(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Tishler, Whitney | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(R)->Thurm, Brittani(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Conatser, Deja | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(L)->Cornelison, Marylin(L)->Consolazio, Maybelle(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Casper, Earnestine | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(L)->Bunselmeyer, Annett(R)->Clapham, Tina(L)->Chisum, Tequila(L)->Cantua, Shawana(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Marruffo, Frankie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(R)->Mcmillian, Kyoko(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Dease, Paola | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(L)->Damato, Monroe(R)->Delisle, Elsa(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Hawkin, Rodrigo | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(L)->Gutierres, Peter(R)->Hiltner, Jules(L)->Hanton, Malika(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Alsman, Luther | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(L)->Alpheaus, Mira(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Dondero, Casey | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(R)->Dormanen, Mammie(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Bontemps, Ressie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(R)->Bairo, Margarett(R)->Bassil, Kiera(R)->Brace, Marta(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Schurman, Sean | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(R)->Shulick, Anisha(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Pince, Celestina | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(R)->Piehler, Elroy(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Karas, Maira | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(L)->Jaret, Corrinne(R)->Kanne, Edgar(R)->Kham, Bettina(L)->Ker, Lashawn(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Barbone, Beth | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(R)->Bairo, Margarett(R)->Bassil, Kiera(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Nobel, Wei | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(L)->Neufville, Rory(R)->Noonon, Janessa(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Slotemaker, Melissia | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(R)->Sperazza, Vernice(L)->Smethers, Louann(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Akey, Letha | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(L)->Alpheaus, Mira(L)->Alexy, Latosha(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Semrad, Isaac | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(R)->Shulick, Anisha(L)->Schurman, Sean(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Klipfel, Kristine | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(L)->Kufner, Leonard(L)->Klingaman, Dustin(R)->Kopczynski, Dong(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Moussette, Odette | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(L)->Neufville, Rory(L)->Nesset, Cristen(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Panfilov, Hobert | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(R)->Piehler, Elroy(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Mchughes, Isadora | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(R)->Mcmillian, Kyoko(L)->Marruffo, Frankie(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Pogorelc, Emily | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(R)->Piehler, Elroy(R)->Pince, Celestina(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Barresi, Desire | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(R)->Bairo, Margarett(R)->Bassil, Kiera(L)->Barbone, Beth(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Stamps, Rosalind | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(R)->Teplica, Martha(L)->Tauras, Svetlana(L)->Stifflemire, Stevie(L)->Stanwick, Graham(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Connley, Vernell | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(L)->Cornelison, Marylin(L)->Consolazio, Maybelle(L)->Conatser, Deja(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Mathieson, Micheline | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(R)->Mcmillian, Kyoko(L)->Marruffo, Frankie(R)->Mchughes, Isadora(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Outhouse, Nathan | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Burau, Allene | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(L)->Bunselmeyer, Annett(R)->Clapham, Tina(L)->Chisum, Tequila(L)->Cantua, Shawana(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Sakshaug, Julie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(L)->Rawicki, Vicente(R)->Salta, Justine(L)->Rohaley, Giuseppe(R)->Rubano, Wendell(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Shuhi, Francisca | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(R)->Shulick, Anisha(L)->Schurman, Sean(R)->Semrad, Isaac(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Wilcoxon, Marisha | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(R)->Writer, Fernanda(L)->Weisinger, Reed(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Maraia, Telma | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(R)->Mcmillian, Kyoko(L)->Marruffo, Frankie(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Crete, Luke | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(L)->Cornelison, Marylin(R)->Cowser, Sol(R)->Cratch, Abraham(R)->Creecy, Lisbeth(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Mias, Hubert | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(L)->Meenan, Alexia(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Altobell, Janella | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(L)->Alpheaus, Mira(R)->Alsman, Luther(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Lavista, Angelo | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(R)->Loperfido, Margurite(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Mandiola, Tran | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(R)->Loperfido, Margurite(R)->Mancilla, Velda(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Vanhooser, Reynalda | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(L)->Veigel, Tamesha(L)->Turziano, Kip(R)->Vanwyhe, Juan(L)->Ungar, Cathern(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Rieger, Salley | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(L)->Rawicki, Vicente(R)->Salta, Justine(L)->Rohaley, Giuseppe(L)->Riherd, Meghan(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Yurich, Cheryll | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(R)->Writer, Fernanda(R)->Zelaya, German(L)->Yadao, Lindsay(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Viengxay, Crista | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(R)->Writer, Fernanda(L)->Weisinger, Reed(L)->Venus, Billy(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Sutulovich, Lino | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(R)->Teplica, Martha(L)->Tauras, Svetlana(L)->Stifflemire, Stevie(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Wendorf, Galen | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(R)->Writer, Fernanda(L)->Weisinger, Reed(R)->Wilcoxon, Marisha(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Langarica, Gilbert | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(L)->Kufner, Leonard(R)->Kunimitsu, Carrol(R)->Langenbach, Sena(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Goossen, Whitney | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(R)->Gazzola, Lenny(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Abrahams, Socorro | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(L)->Alpheaus, Mira(L)->Alexy, Latosha(L)->Akey, Letha(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Flam, Mauricio | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(R)->Filion, Lelia(R)->Frankel, Una(L)->Fleckles, Malcom(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Aloi, Phillip | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(L)->Alpheaus, Mira(L)->Alexy, Latosha(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Erixon, Gilberto | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(R)->Elkan, Brynn(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Puskarich, Thad | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(R)->Piehler, Elroy(R)->Pince, Celestina(R)->Pogorelc, Emily(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Favaron, Bambi | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(L)->Faurote, Eloisa(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Kozikowski, Marshall | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(L)->Kufner, Leonard(L)->Klingaman, Dustin(R)->Kopczynski, Dong(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Wiederin, Chery | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(R)->Writer, Fernanda(L)->Weisinger, Reed(R)->Wilcoxon, Marisha(L)->Wendorf, Galen(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Montecalvo, Eileen | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(L)->Mosseri, Alba(L)->Moonshower, Lyndia(L)->(Empty left child)
